0,0.1,0.1
0.02,0.6,0.1
0.04,1.1,0.1
0.06,1.6,0.1
0.08,2.1,0.1
0.1,2.6,0.1
0.12,3.1,0.1
0.14,3.6,0.1
0.16,4.1,0.1
0.18,4.6,0.1
0.2,5.1,0.1
0.22,5.6,0.1
0.24,6.1,0.1
0.26,6.6,0.1
0.28,7.1,0.1
0.3,7.6,0.1
0.32,8.1,0.1
0.34,8.6,0.1
0.36,9.1,0.1
0.38,9.6,0.1
0.4,10.1,0.1
0.42,10.6,0.1
0.44,11.1,0.1
0.46,11.6,0.1
0.48,12.1,0.1
0.5,12.6,0.1
0.52,13.1,0.1
0.54,13.6,0.1
0.56,14.1,0.1
0.58,14.6,0.1
0.6,15.1,0.1
0.62,15.6,0.1
0.64,16.1,0.1
0.66,16.6,0.1
0.68,17.1,0.1
0.7,17.6,0.1
0.72,18.1,0.1
0.74,18.6,0.1
0.76,19.1,0.1
0.78,19.6,0.1
0.8,20.1,0.1
0.82,20.6,0.1
0.84,21.1,0.1
0.86,21.6,0.1
0.88,22.1,0.1
0.9,22.6,0.1
0.92,23.1,0.1
0.94,23.6,0.1
0.96,24.1,0.1
0.98,24.6,0.1
1,25.1,0.1
1.02,25.6,0.1
1.04,26.1,0.1
1.06,26.6,0.1
1.08,27.1,0.1
1.1,27.6,0.1
1.12,28.1,0.1
1.14,28.6,0.1
1.16,29.1,0.1
1.18,29.6,0.1
1.2,30.1,0.1
1.22,30.6,0.1
1.24,31.1,0.1
1.26,31.6,0.1
1.28,32.1,0.1
1.3,32.6,0.1
1.32,33.1,0.1
1.34,33.6,0.1
1.36,34.1,0.1
1.38,34.6,0.1
1.4,35.1,0.1
1.42,35.6,0.1
1.44,36.1,0.1
1.46,36.6,0.1
1.48,37.1,0.1
1.5,37.6,0.1
1.52,38.1,0.1
1.54,38.6,0.1
1.56,39.1,0.1
1.58,39.6,0.1
1.6,40.1,0.1
1.62,40.6,0.1
1.64,41.1,0.1
1.66,41.6,0.1
1.68,42.1,0.1
1.7,42.6,0.1
1.72,43.1,0.1
1.74,43.6,0.1
1.76,44.1,0.1
1.78,44.6,0.1
1.8,45.1,0.1
1.82,45.6,0.1
1.84,46.1,0.1
1.86,46.6,0.1
1.88,47.1,0.1
1.9,47.6,0.1
1.92,48.1,0.1
1.94,48.6,0.1
1.96,49.1,0.1
1.98,49.6,0.1
2,50.1,0.1
2.02,50.6,0.1
2.04,51.1,0.1
2.06,51.6,0.1
2.08,52.1,0.1
2.1,52.6,0.1
2.12,53.1,0.1
2.14,53.6,0.1
2.16,54.1,0.1
2.18,54.6,0.1
2.2,55.1,0.1
2.22,55.6,0.1
2.24,56.1,0.1
2.26,56.6,0.1
2.28,57.1,0.1
2.3,57.6,0.1
2.32,58.1,0.1
2.34,58.6,0.1
2.36,59.1,0.1
2.38,59.6,0.1
2.4,60.1,0.1
2.42,60.6,0.1
2.44,61.1,0.1
2.46,61.6,0.1
2.48,62.1,0.1
2.5,62.6,0.1
2.52,63.1,0.1
2.54,63.6,0.1
2.56,64.1,0.1
2.58,64.6,0.1
2.6,65.1,0.1
2.62,65.6,0.1
2.64,66.1,0.1
2.66,66.6,0.1
2.68,67.1,0.1
2.7,67.6,0.1
2.72,68.1,0.1
2.74,68.6,0.1
2.76,69.1,0.1
2.78,69.6,0.1
2.8,70.1,0.1
2.82,70.6,0.1
2.84,71.1,0.1
2.86,71.6,0.1
2.88,72.1,0.1
2.9,72.6,0.1
2.92,73.1,0.1
2.94,73.6,0.1
2.96,74.1,0.1
2.98,74.6,0.1
3,75.1,0.1
3.02,75.6,0.1
3.04,76.1,0.1
3.06,76.6,0.1
3.08,77.1,0.1
3.1,77.6,0.1
3.12,78.1,0.1
3.14,78.6,0.1
3.16,79.1,0.1
3.18,79.6,0.1
3.2,80.1,0.1
3.22,80.6,0.1
3.24,81.1,0.1
3.26,81.6,0.1
3.28,82.1,0.1
3.3,82.6,0.1
3.32,83.1,0.1
3.34,83.6,0.1
3.36,84.1,0.1
3.38,84.6,0.1
3.4,85.1,0.1
3.42,85.6,0.1
3.44,86.1,0.1
3.46,86.6,0.1
3.48,87.1,0.1
3.5,87.6,0.1
3.52,88.1,0.1
3.54,88.6,0.1
3.56,89.1,0.1
3.58,89.6,0.1
3.6,90.1,0.1
3.62,90.1,0.6
3.64,90.1,1.1
3.66,90.1,1.6
3.68,90.1,2.1
3.7,90.1,2.6
3.72,90.1,3.1
3.74,90.1,3.6
3.76,90.1,4.1
3.78,90.1,4.6
3.8,90.1,5.1
3.82,90.1,5.6
3.84,90.1,6.1
3.86,90.1,6.6
3.88,90.1,7.1
3.9,90.1,7.6
3.92,90.1,8.1
3.94,90.1,8.6
3.96,90.1,9.1
3.98,90.1,9.6
4,90.1,10.1
4.02,90.1,10.6
4.04,90.1,11.1
4.06,90.1,11.6
4.08,90.1,12.1
4.1,90.1,12.6
4.12,90.1,13.1
4.14,90.1,13.6
4.16,90.1,14.1
4.18,90.1,14.6
4.2,90.1,15.1
4.22,90.1,15.6
4.24,90.1,16.1
4.26,90.1,16.6
4.28,90.1,17.1
4.3,90.1,17.6
4.32,90.1,18.1
4.34,90.1,18.6
4.36,90.1,19.1
4.38,90.1,19.6
4.4,90.1,20.1
4.42,90.1,20.6
4.44,90.1,21.1
4.46,90.1,21.6
4.48,90.1,22.1
4.5,90.1,22.6
4.52,90.1,23.1
4.54,90.1,23.6
4.56,90.1,24.1
4.58,90.1,24.6
4.6,90.1,25.1
4.62,90.1,25.6
4.64,90.1,26.1
4.66,90.1,26.6
4.68,90.1,27.1
4.7,90.1,27.6
4.72,90.1,28.1
4.74,90.1,28.6
4.76,90.1,29.1
4.78,90.1,29.6
4.8,90.1,30.1
4.82,90.1,30.6
4.84,90.1,31.1
4.86,90.1,31.6
4.88,90.1,32.1
4.9,90.1,32.6
4.92,90.1,33.1
4.94,90.1,33.6
4.96,90.1,34.1
4.98,90.1,34.6
5,90.1,35.1
5.02,90.1,35.6
5.04,90.1,36.1
5.06,90.1,36.6
5.08,90.1,37.1
5.1,90.1,37.6
5.12,90.1,38.1
5.14,90.1,38.6
5.16,90.1,39.1
5.18,90.1,39.6
5.2,90.1,40.1
5.22,90.1,40.6
5.24,90.1,41.1
5.26,90.1,41.6
5.28,90.1,42.1
5.3,90.1,42.6
5.32,90.1,43.1
5.34,90.1,43.6
5.36,90.1,44.1
5.38,90.1,44.6
5.4,90.1,45.1
5.42,90.1,45.6
5.44,90.1,46.1
5.46,90.1,46.6
5.48,90.1,47.1
5.5,90.1,47.6
5.52,90.1,48.1
5.54,90.1,48.6
5.56,90.1,49.1
5.58,90.1,49.6
5.6,90.1,50.1
5.62,90.1,50.6
5.64,90.1,51.1
5.66,90.1,51.6
5.68,90.1,52.1
5.7,90.1,52.6
5.72,90.1,53.1
5.74,90.1,53.6
5.76,90.1,54.1
5.78,90.1,54.6
5.8,90.1,55.1
5.82,90.1,55.6
5.84,90.1,56.1
5.86,90.1,56.6
5.88,90.1,57.1
5.9,90.1,57.6
5.92,90.1,58.1
5.94,90.1,58.6
5.96,90.1,59.1
5.98,90.1,59.6
6,90.1,60.1
6.02,90.1,60.6
6.04,90.1,61.1
6.06,90.1,61.6
6.08,90.1,62.1
6.1,90.1,62.6
6.12,90.1,63.1
6.14,90.1,63.6
6.16,90.1,64.1
6.18,90.1,64.6
6.2,90.1,65.1
6.22,90.1,65.6
6.24,90.1,66.1
6.26,90.1,66.6
6.28,90.1,67.1
6.3,90.1,67.6
6.32,90.1,68.1
6.34,90.1,68.6
6.36,90.1,69.1
6.38,90.1,69.6
6.4,90.1,70.1
6.42,90.1,70.6
6.44,90.1,71.1
6.46,90.1,71.6
6.48,90.1,72.1
6.5,90.1,72.6
6.52,90.1,73.1
6.54,90.1,73.6
6.56,90.1,74.1
6.58,90.1,74.6
6.6,90.1,75.1
6.62,90.1,75.6
6.64,90.1,76.1
6.66,90.1,76.6
6.68,90.1,77.1
6.7,90.1,77.6
6.72,90.1,78.1
6.74,90.1,78.6
6.76,90.1,79.1
6.78,90.1,79.6
6.8,90.1,80.1
6.82,90.1,80.6
6.84,90.1,81.1
6.86,90.1,81.6
6.88,90.1,82.1
6.9,90.1,82.6
6.92,90.1,83.1
6.94,90.1,83.6
6.96,90.1,84.1
6.98,90.1,84.6
7,90.1,85.1
7.02,90.1,85.6
7.04,90.1,86.1
7.06,90.1,86.6
7.08,90.1,87.1
7.1,90.1,87.6
7.12,90.1,88.1
7.14,90.1,88.6
7.16,90.1,89.1
7.18,90.1,89.6
7.2,90.1,90.1
